Age,Condition,Date,Drug,DrugId,EaseofUse,Effectiveness,Reviews,Satisfaction,Sex,Sides,UsefulCount
25-34,Abnormally Long or Heavy Periods,7/26/2013,natazia,154309,1,1,"Singly, the worst birth control I've used. I use BCs to handle my PCOS. This caused RAPID, EXTREME mood swings, vaginal discharge, itching and pain - changes to the texture and consistency of my vestibule & vulva and induced symptoms of vulvodynia. I strongly advise any doctor AGAINST prescribing this medication to any female.  Getting off this medication encouraged more mood swings and pain and migraines. I've not experienced anything like this before. Do NOT take this drug.",1,Female,"Nausea ,  vomiting ,  headache , abdominal  cramps / bloating ,  breast  tenderness, swelling of the  ankles /feet (retaining fluid), or  weight  change may occur.",0
19-24,Abnormally Long or Heavy Periods,7/11/2013,natazia,154309,5,4,"This was my 5th combination birth control pill in 7 years after: Ortho, Trinessa, Trisprintec, and Portia.  I was put on the pill for a hormone imbalance, heavy periods, and pregnancy prevention.

Periods: Were 2 days at first, then stopped all together for 3rd and 4th month.

Spotting: anywhere from 6-10 days for first two months, then no spotting the last two.

Nausea: at least a week each month.

After 4 months, I have switched to another pill.  It was great for periods, but I couldn't stand the nausea.  I would give it a try if you have heavy periods, it could be the pill for you.",2,Female,"Nausea ,  vomiting ,  headache , abdominal  cramps / bloating ,  breast  tenderness, swelling of the  ankles /feet (retaining fluid), or  weight  change may occur.",0
45-54,Abnormally Long or Heavy Periods,7/9/2013,natazia,154309,3,5,"I'm probably the oldest person who has commented on the medication.  I am perimenopausal and have been using this to treat the symtoms.  One being irregular and heavy periods.  I have taken MANY BC pills -one by one I would experience breakthrough bleeding - then bleed HEAVILY for a week.  I was started on Natazia to have shorter and lighter ""periods"" during the time I would have a scheduled period (placebo pills).  

I have been on this medication for a year and 1/2 and unfortunately I can't say I have ""regulated"" yet!  

I will have several days of no spotting - then several days of spotting.  Sometimes my periods are two days - light.  And then sometimes - around the 3rd month I have a 12 day period!  Awful!  I will have begun the next pill pack - and I will still bleed into the second week of te pack. 

I will say - you MUST take this pill no more than 14 hours apart.  Try, try, try to not forget or skip or start your pill pack late.  Be very regimented!  

Still - I've done that and had a several day period. 

Yes - Acne.  For a while I didn't experience it - but now very bad on my chin.  Not all the time - it comes and goes. 

Breat tenderness - funny - I had not experience it at all - not much - then this past month they have been VERY tender and swollen (that's not a bad side effect!) 

I haven't had the headaches. (knock on wood!)

Mood swings...no more than usual. 

Still spotting...usually heavier spotting the last week before my ""period"" starts.  

I will say one thing no one has spoken about - odor.  When I was taking other pills  - when I would spot or have my period I would get that ""period odor"" - we all know how it goes.  

NO ODOR on this pill!!!  I read where it ""alters the chemistry of the cervical mucus"" - must be what is happening.  And that is a BIG plus for me.  I do NOT like to smell!!  

I will cont. to take.  Better than alternative which is Uterine ablation. Good Luck!",2,Female,"Nausea ,  vomiting ,  headache , abdominal  cramps / bloating ,  breast  tenderness, swelling of the  ankles /feet (retaining fluid), or  weight  change may occur.",2
25-34,Abnormally Long or Heavy Periods,6/2/2013,natazia,154309,5,4,"I took natazia continuously (skipped placebo) due to endometriosis for 3 years. I had no side effects severe enough to stop taking the pills. At first it did take a few months to completely stop my periods but after that it worked well for several years. I did have the occasional headache , breast tenderness, and some nausea but not severe. At the end of several years I did you end up switching only because I started to experience breakthrough bleeding. Since I have endometriosis it is recommended to not have any periods at all and therefore I am starting a new kind today, otherwise I never would have changed. I would recommend this product based on my personal experience.",4,Female,"Nausea ,  vomiting ,  headache , abdominal  cramps / bloating ,  breast  tenderness, swelling of the  ankles /feet (retaining fluid), or  weight  change may occur.",0
35-44,Abnormally Long or Heavy Periods,5/6/2013,natazia,154309,4,4,"I have been on Natazia for almost a year now. I haven't been on b/c for over 10 years(husband had vasectomy) but my gyn recommended it due to long and very heavy periods.  So far it has corrected the problem.  It has also helped keep my weight lower and reduced my acne.  There is one major drawback that I've found, lack of sex drive!  At the beginning of the pack (pink pills) it's very high but the rest of the month it's almost non-existent.  My husband isn't too happy but it's hard to give it up when there are so many pros.  I'm a 40 year old healthy woman and would recommend this pill.",4,Female,"Nausea ,  vomiting ,  headache , abdominal  cramps / bloating ,  breast  tenderness, swelling of the  ankles /feet (retaining fluid), or  weight  change may occur.",2
25-34,Abnormally Long or Heavy Periods,3/11/2013,natazia,154309,5,5,I LOVE THIS PILL!!!.. My periods were so heavy that at some points I thought I was having a miscarriage!.. This pill has Greatly reduced my flow and last month I didnt even get a period which was AWESOME!!.. I will admitt my sex drive has decreased  but not moody or depressed or anything. :}  Life is what you make it.. :}  Love Love Love this pill.. If you are looking for one to greatly reduce your periods or really stop your cycle  this one is for you! :},4,Female,"Nausea ,  vomiting ,  headache , abdominal  cramps / bloating ,  breast  tenderness, swelling of the  ankles /feet (retaining fluid), or  weight  change may occur.",1
25-34,Abnormally Long or Heavy Periods,3/10/2013,natazia,154309,5,1,"I've been on this medication for a little over a month, but I've already been through 2 pill packs.  My doctor says to double up when the bleeding is severe.  Today alone I just took my 3rd pill to try and stop the bleeding and it's not doing anything.  These are sugar pills as far as I'm concerned.  ",1,Female,"Nausea ,  vomiting ,  headache , abdominal  cramps / bloating ,  breast  tenderness, swelling of the  ankles /feet (retaining fluid), or  weight  change may occur.",0
25-34,Abnormally Long or Heavy Periods,2/4/2013,natazia,154309,5,5,"In addition to causing some of the more ""typical"" side effects such as breakthrough bleeding, headaches, and mild depression, I also realized Natazia was the cause of my non-bacterial Cystitis-Like symptoms!  After two months of not being able to kick a ""UTI"" that wasn't actually a UTI, I decidied to stop Natazia cold-turkey (I was at my wit's end).  The next day, my Cystitis symptoms went away!  It is listed as a RARE side effect, and my doctors kept assuring me my birth control wasn't the cause of my symptoms, but as soon as I started the pill, the symptoms started to develop (lulling during my period).  As soon as I stopped, so did my UTI-Like symptoms.  Coincidence?  Time will tell, but I doubt it.  ",1,Female,"Nausea ,  vomiting ,  headache , abdominal  cramps / bloating ,  breast  tenderness, swelling of the  ankles /feet (retaining fluid), or  weight  change may occur.",0
19-24,Abnormally Long or Heavy Periods,12/26/2012,natazia,154309,5,4,"I've been on this birth control for two years and i love itt. Everything else i've tried has made me moody, but this is great. I'd recommend it",5,Female,"Nausea ,  vomiting ,  headache , abdominal  cramps / bloating ,  breast  tenderness, swelling of the  ankles /feet (retaining fluid), or  weight  change may occur.",0
45-54,Abnormally Long or Heavy Periods,12/18/2012,natazia,154309,4,4,"The first two months I had no obvious side effects of natazia.  It seemed to be extremely effective controling my heavy bleeding.  However, after two and a half month I noticed my facial skin condition marked by red and painful nodules.  ",3,Female,"Nausea ,  vomiting ,  headache , abdominal  cramps / bloating ,  breast  tenderness, swelling of the  ankles /feet (retaining fluid), or  weight  change may occur.",0
25-34,Abnormally Long or Heavy Periods,10/31/2012,natazia,154309,4,5,"I gained 20 pounds in four months on Natazia. I knew weight gain was a side effect of this particular pill when I switched to it, but I was totally unprepared for it to be so sudden. I tried increasing my level of activity and changing my diet but nothing worked. As soon as I stopped taking the pill I lost six of those pounds in a week.",2,Female,"Nausea ,  vomiting ,  headache , abdominal  cramps / bloating ,  breast  tenderness, swelling of the  ankles /feet (retaining fluid), or  weight  change may occur.",0
19-24,Abnormally Long or Heavy Periods,8/28/2012,natazia,154309,5,5,"I have tried at least 5 different pills all having different side effects such as spotting throughout the month or 2 weeks straight, but I have not experienced this with Natazia at all! The first month I did have a week where I was a complete psycho but that went away in month two. The only thing is that I get a headache a few days before it starts. Now I can pinpoint my periods to almost the minute that I should get it and it lasts about 4 days. Love it! Hope it stays like this! ",4,Female,"Nausea ,  vomiting ,  headache , abdominal  cramps / bloating ,  breast  tenderness, swelling of the  ankles /feet (retaining fluid), or  weight  change may occur.",1
25-34,Abnormally Long or Heavy Periods,8/16/2012,natazia,154309,4,5,"I was put on Natazia to stop weeks-long heavy bleeding that just wouldn't stop. While that condition was scary, the first two pills of Natazia were worse. I felt like walls were moving around me. The next few were better. But about a week and a half into the month, I started getting insane migraines and regular chest pain. I decided to get off of this pill pretty quickly even though it stopped the bleeding like it was supposed to. 

There's another issue you should know about. With other pills I've taken, if you miss one, you can generally resume. With this there's a good week where if you miss even one pill by more than 12 hours, you have to stop the entire pack. And of the pills I've taken, this is one of the more expensive -- so you certainly don't want to throw away almost half of an unused pack. 

I'm having surgery for my underlying issue. And then my husband and I hoping for children. So I won't likely be back on pills anytime soon. But if I ever do, it won't be Natazia.",2,Female,"Nausea ,  vomiting ,  headache , abdominal  cramps / bloating ,  breast  tenderness, swelling of the  ankles /feet (retaining fluid), or  weight  change may occur.",1
